si_gun_gu,house_num,main_num,sub_num,apt_name,dedicated_area,contract_yymm,contract_dd,amt_10000,floor,construction_yy,road_name
강원도 강릉시 교동,758-27,758,27,태화맨션,76.75,201812,11~20,14300 ,5,1991,화부산로99번길
강원도 강릉시 교동,1759,1759,0,현대하이빌,122.74,201812,1~10,29000 ,8,1999,원대로128번길
강원도 강릉시 교동,1759,1759,0,현대하이빌,122.74,201812,11~20,28200 ,3,1999,원대로128번길
강원도 강릉시 남문동,183-2,183,2,삼익그린맨션,164.754,201812,11~20,18700 ,2,1992,홍제로
강원도 강릉시 내곡동,616,616,0,강부2,24.795,201812,1~10,3850 ,4,1988,관대길
강원도 강릉시 내곡동,616,616,0,강부2,41.18,201812,11~20,4600 ,3,1988,관대길
강원도 강릉시 내곡동,127,127,0,남산삼익,84.48,201812,11~20,11800 ,5,1993,남부로125번길
강원도 강릉시 내곡동,127,127,0,남산삼익,58.74,201812,21~31,8600 ,5,1993,남부로125번길
강원도 강릉시 내곡동,469,469,0,내곡동현대,84.99,201812,1~10,16400 ,14,1998,범일로
강원도 강릉시 내곡동,469,469,0,내곡동현대,84.99,201812,1~10,16000 ,14,1998,범일로
강원도 강릉시 내곡동,623,623,0,내곡주공,39.3,201812,1~10,5900 ,5,1989,관대길16번길
강원도 강릉시 내곡동,623,623,0,내곡주공,39.69,201812,1~10,6700 ,2,1989,관대길16번길
강원도 강릉시 내곡동,476,476,0,내곡한라,84.95,201812,1~10,14200 ,3,1997,강변로
강원도 강릉시 내곡동,136,136,0,삼익타워맨션,129.41,201812,11~20,15500 ,9,1993,남산초교길
강원도 강릉시 내곡동,756,756,0,석미모닝파크,70.48,201812,1~10,14300 ,4,2008,남산초교길11번길
강원도 강릉시 노암동,605,605,0,노암3한라,74.64,201812,11~20,13000 ,1,2000,남부로125번길
강원도 강릉시 노암동,627-2,627,2,대림임대,48.32,201812,1~10,6500 ,1,1989,임영로25번길
강원도 강릉시 노암동,711,711,0,신화,84.954,201812,21~31,12950 ,14,1998,강변로
강원도 강릉시 노암동,844,844,0,양우내안애,84.4413,201812,1~10,20300 ,4,2009,강변로
강원도 강릉시 노암동,282-1,282,1,한일,62.28,201812,1~10,5100 ,3,1978,연화봉길33번길
강원도 강릉시 노암동,282-1,282,1,한일,62.28,201812,21~31,1500 ,3,1978,연화봉길33번길
강원도 강릉시 노암동,245-5,245,5,현대,84.945,201812,11~20,13000 ,6,1992,율곡로
강원도 강릉시 송정동,940,940,0,삼우은성,72.86,201812,21~31,12300 ,3,1992,남강초교1길
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,201812,1~10,10578 ,11,2005,영진3길
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,201812,1~10,10050 ,1,2005,영진3길
강원도 강릉시 연곡면 영진리,11,11,0,영진부영1,59.987,201812,11~20,12000 ,10,2005,영진3길
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,201812,11~20,12300 ,9,2005,영진3길
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,201812,21~31,11000 ,5,2005,영진3길
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,201812,1~10,22500 ,10,2008,영진3길
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,201812,1~10,19600 ,6,2008,영진3길
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,201812,11~20,18000 ,4,2008,영진3길
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,201812,11~20,31000 ,10,2008,영진3길
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,201812,21~31,20000 ,5,2008,영진3길
강원도 강릉시 옥천동,102,102,0,영진3,199.01,201812,1~10,20000 ,1,1992,옥천로23번길
강원도 강릉시 입암동,501,501,0,강동3,45.37,201812,11~20,5400 ,2,1993,강변로410번길
강원도 강릉시 입암동,711,711,0,강릉더샵,74.71,201812,11~20,21650 ,11,2014,입암로29번길
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,201812,1~10,21100 ,1,2007,성덕로
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.65,201812,11~20,28000 ,13,2007,성덕로
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.09,201812,11~20,26400 ,2,2007,성덕로
강원도 강릉시 입암동,496-5,496,5,대목,39.72,201812,1~10,6200 ,2,1987,용지로
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,201812,1~10,6800 ,1,1993,강변로410번길
강원도 강릉시 입암동,608-3,608,3,삼우그린,59.89,201812,21~31,7200 ,9,1996,강변로
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,201812,1~10,9500 ,11,2000,강변로440번길
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,201812,11~20,4700 ,2,1986,강변로
강원도 강릉시 입암동,49,49,0,입암2주공,39.3,201812,11~20,5700 ,1,1990,강변로
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201812,11~20,10000 ,13,1998,성덕포남로
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,201812,11~20,9000 ,6,1998,성덕포남로
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201812,21~31,10500 ,2,1998,성덕포남로
강원도 강릉시 입암동,440,440,0,입암현대,84.904,201812,1~10,15250 ,5,1998,용지로
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201812,11~20,13000 ,8,1998,용지로
강원도 강릉시 입암동,445-2,445,2,태경태우광업소사원,36.69,201812,1~10,4000 ,1,1988,강중길46번길
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,201812,11~20,5000 ,8,1998,강변로410번길
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,201812,11~20,5650 ,5,1998,강변로410번길
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,201812,11~20,9350 ,13,2000,연주로
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,201812,11~20,9000 ,10,2000,연주로
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,201812,21~31,10000 ,13,2000,연주로
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,71.4,201812,1~10,9500 ,3,1991,웃사다리4길
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,71.4,201812,11~20,9700 ,8,1991,웃사다리4길
강원도 강릉시 주문진읍 교항리,06월 18일,18,6,동방타워맨션,59.975,201812,11~20,7800 ,6,1994,매맥이아랫길
강원도 강릉시 주문진읍 교항리,398-10,398,10,신생빌라,59.97,201812,21~31,6650 ,3,1990,신리대동길
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,201812,1~10,8000 ,15,1999,보리골길
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,201812,21~31,7200 ,11,1999,보리골길
강원도 강릉시 주문진읍 주문리,1056-9,1056,9,우성,49.59,201812,11~20,4600 ,2,1994,민등산길
강원도 강릉시 주문진읍 주문리,61,61,0,주문진 라일플로리스4차,45.6995,201812,21~31,13577 ,6,2017,오리나루2길
강원도 강릉시 지변동,334,334,0,덕원임대,33.471,201812,11~20,5000 ,7,1998,죽헌길85번길
강원도 강릉시 초당동,149-1,149,1,동부,59.84,201812,11~20,13000 ,11,1997,연당길
강원도 강릉시 초당동,554,554,0,초당동청마루,84.9,201812,11~20,22100 ,5,2007,연당길
강원도 강릉시 초당동,554,554,0,초당동청마루,84.89,201812,11~20,22000 ,14,2007,연당길
강원도 강릉시 초당동,554,554,0,초당동청마루,84.9,201812,21~31,22000 ,5,2007,연당길
강원도 강릉시 초당동,128,128,0,현대,124.28,201812,21~31,17300 ,1,1995,초당원길
강원도 강릉시 포남동,422-3,422,3,대인4,82.29,201812,1~10,11800 ,12,1995,강릉대로469번길
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201812,1~10,12700 ,9,1995,하평3길
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201812,11~20,10700 ,2,1995,하평3길
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,201812,21~31,16700 ,1,1994,하평길
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.55,201812,11~20,6200 ,2,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201812,11~20,6200 ,3,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201812,11~20,6400 ,2,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201812,11~20,6400 ,1,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,201812,21~31,6300 ,4,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201812,21~31,6500 ,3,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201812,21~31,6700 ,4,1981,보래미상길
강원도 강릉시 포남동,1200,1200,0,포남2주공,46.68,201812,1~10,7000 ,2,1989,산양큰길
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,201812,21~31,18462 ,16,2018,선수촌로
강원도 강릉시 홍제동,122,122,0,우산,50.445,201812,11~20,8000 ,11,1997,토성로
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,84.9,201812,1~10,22000 ,4,2005,홍제로71번길
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,84.9,201812,1~10,21000 ,10,2005,홍제로71번길
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,84.9925,201812,1~10,22431 ,2,2018,회산로383번길
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,84.9925,201812,1~10,26200 ,10,2018,회산로383번길
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,84.9925,201812,1~10,24700 ,3,2018,회산로383번길
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,59.9893,201812,11~20,16960 ,17,2018,회산로383번길
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,59.9893,201812,11~20,21300 ,10,2018,회산로383번길
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,59.9893,201812,11~20,19000 ,12,2018,회산로383번길
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,74.9974,201812,11~20,22500 ,9,2018,회산로383번길
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,84.9925,201812,11~20,22431 ,3,2018,회산로383번길
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,84.9925,201812,11~20,24400 ,11,2018,회산로383번길
강원도 고성군 간성읍 상리,501,501,0,동해2,55.26,201812,11~20,4500 ,5,1990,수성로
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,84.92,201812,1~10,13800 ,2,1998,남천마루2길
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,201812,11~20,11050 ,6,1998,남천마루2길
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,201812,21~31,11250 ,8,1998,남천마루2길
강원도 고성군 거진읍 거진리,492,492,0,뉴빌리지,84.9812,201812,21~31,18500 ,12,2009,거평로
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,201812,1~10,27800 ,3,2006,해오름해변길
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,201812,11~20,25000 ,11,2006,해오름해변길
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,201812,11~20,24000 ,15,2006,해오름해변길
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,201812,21~31,22000 ,4,2006,해오름해변길
강원도 동해시 구미동,521,521,0,현진,52.06,201812,1~10,4800 ,10,1995,구미4길
강원도 동해시 단봉동,04월 24일,24,4,성협5차,31.5,201812,11~20,2300 ,3,1998,단봉길
강원도 동해시 동회동,442,442,0,"대동1,2차",84.5525,201812,1~10,11900 ,6,1995,효자남길
강원도 동해시 동회동,442,442,0,"대동1,2차",45,201812,1~10,4900 ,2,1995,효자남길
강원도 동해시 동회동,442,442,0,대동3차,45,201812,21~31,6200 ,10,1996,청운1길
강원도 동해시 동회동,442,442,0,대동3차,45,201812,21~31,6400 ,11,1996,청운1길
강원도 동해시 동회동,442,442,0,북삼코아루,84.98,201812,1~10,21500 ,19,2007,청운1길
강원도 동해시 동회동,442,442,0,북삼코아루,84.98,201812,1~10,20200 ,18,2007,청운1길
강원도 동해시 동회동,442,442,0,북삼코아루,134.98,201812,11~20,26000 ,17,2007,청운1길
강원도 동해시 동회동,451,451,0,북삼하우스디아파트,84.9625,201812,11~20,24000 ,11,2018,효자남길
강원도 동해시 동회동,86,86,0,협성2차,59.6,201812,11~20,7300 ,4,1999,효자남길
강원도 동해시 발한동,233-67,233,67,강경,46.54,201812,1~10,4500 ,3,1991,지리골길
강원도 동해시 발한동,597-36,597,36,대원,22.23,201812,11~20,950 ,1,1990,수원지2길
강원도 동해시 발한동,516,516,0,범주성지,71.65,201812,11~20,4850 ,4,1992,동호3길
강원도 동해시 발한동,334-1,334,1,삼성,60,201812,11~20,8800 ,2,1996,해안로
강원도 동해시 발한동,127-1,127,1,성남(라동),53.48,201812,11~20,2800 ,5,1988,붉은언덕길
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,201812,21~31,2200 ,5,1985,수원지2길
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,201812,21~31,17700 ,11,2018,지리골길
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,201812,21~31,17800 ,16,2018,지리골길
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,201812,21~31,17470 ,8,2018,지리골길
강원도 동해시 발한동,801,801,0,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,201812,21~31,17470 ,10,2018,지리골길
강원도 동해시 부곡동,Jan-73,73,1,동해,63.87,201812,1~10,3500 ,3,1981,가마골길
강원도 동해시 부곡동,112,112,0,삼정(다라),41.77,201812,11~20,3200 ,3,1986,부곡3길
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,49.89,201812,11~20,3000 ,5,1991,부곡4길
강원도 동해시 부곡동,80,80,0,선샤인파크,107.6,201812,11~20,16000 ,15,2005,임항로
강원도 동해시 부곡동,May-86,86,5,승우2차,59.88,201812,1~10,7000 ,4,1994,부곡2길
강원도 동해시 부곡동,5-82,5,82,일정골든타워,84.95,201812,1~10,10500 ,8,1996,해안로
강원도 동해시 부곡동,5-82,5,82,일정골든타워,84.95,201812,11~20,9200 ,3,1996,해안로
강원도 동해시 북평동,Jan-98,98,1,삼성빌라,67.68,201812,21~31,4900 ,5,1994,전천로
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,201812,1~10,6900 ,15,2012,효자로
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,201812,11~20,6200 ,6,2012,효자로
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201812,11~20,9500 ,7,2012,효자로
강원도 동해시 용정동,260-2,260,2,범주성지,53.12,201812,1~10,6400 ,1,1996,초원2길
강원도 동해시 이도동,154,154,0,이도2주공,59.39,201812,1~10,8000 ,15,1999,이원길
강원도 동해시 이도동,154,154,0,이도2주공,59.39,201812,1~10,8000 ,2,1999,이원길
강원도 동해시 이도동,154,154,0,이도2주공,59.39,201812,21~31,8800 ,1,1999,이원길
강원도 동해시 이도동,154,154,0,이도2주공,59.39,201812,21~31,9700 ,1,1999,이원길
강원도 동해시 이도동,172,172,0,현대,59.97,201812,1~10,7800 ,12,1996,이원길
강원도 동해시 이로동,433-31,433,31,동해규수방,45.94,201812,11~20,2650 ,3,2007,월평로
강원도 동해시 천곡동,1077-2,1077,2,동아,77.58,201812,21~31,11400 ,8,1992,천곡로
강원도 동해시 천곡동,1102,1102,0,동해금호어울림,84.906,201812,1~10,22700 ,12,2007,평릉길
강원도 동해시 천곡동,Feb-91,91,2,롯데,59.88,201812,21~31,9300 ,6,1996,감추7길
강원도 동해시 천곡동,965-1,965,1,범주성지(가나),53.75,201812,11~20,5700 ,3,1994,감추1길
강원도 동해시 천곡동,1060-1,1060,1,천곡주공2차,49.22,201812,1~10,8000 ,3,1984,한섬로
강원도 동해시 천곡동,1060-1,1060,1,천곡주공2차,59.3,201812,21~31,10400 ,2,1984,한섬로
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.3,201812,21~31,4000 ,1,1989,샘실1길
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,201812,21~31,4000 ,5,1989,샘실1길
강원도 동해시 천곡동,794,794,0,한양3차,39.1,201812,21~31,5000 ,3,1992,천곡로
강원도 동해시 천곡동,1103,1103,0,한양수자인,71.516,201812,21~31,19300 ,6,2016,평릉1길
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,201812,11~20,12000 ,5,1992,한섬로
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,201812,11~20,9800 ,15,1992,한섬로
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,201812,21~31,11000 ,3,1992,한섬로
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,201812,1~10,15000 ,13,2010,평원로
강원도 동해시 평릉동,285,285,0,렉시움,84.7476,201812,1~10,22000 ,5,2017,평릉길
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9788,201812,1~10,22000 ,1,2014,평원로
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9788,201812,1~10,23000 ,6,2014,평원로
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9788,201812,11~20,27500 ,9,2014,평원로
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9788,201812,21~31,24300 ,10,2014,평원로
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9027,201812,1~10,23800 ,16,2013,양지길
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9714,201812,21~31,17400 ,7,2013,양지길
강원도 동해시 효가동,248,248,0,명보2차,59.64,201812,11~20,7000 ,5,1994,효가로
강원도 삼척시 건지동,176,176,0,코아루플러스,75.309,201812,11~20,18500 ,10,2015,엑스포로
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,74.529,201812,1~10,21500 ,23,2018,하실길
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,59.8769,201812,1~10,17300 ,19,2018,하실길
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,74.5123,201812,11~20,21500 ,8,2018,하실길
강원도 삼척시 교동,788,788,0,교동지웰,59.9697,201812,21~31,15500 ,4,2018,동해대로
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201812,1~10,6700 ,7,2003,정상로
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201812,11~20,8000 ,3,2003,정상로
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201812,11~20,7000 ,5,2003,정상로
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201812,21~31,6700 ,4,2003,정상로
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201812,21~31,8200 ,9,2003,정상로
강원도 삼척시 교동,501-5,501,5,동부,59.83,201812,21~31,7000 ,12,1996,동해대로
강원도 삼척시 교동,745-1,745,1,신동아,59.895,201812,1~10,10500 ,15,1998,정상로
강원도 삼척시 교동,781,781,0,코아루타워,84.41,201812,1~10,22800 ,10,2014,교동로
강원도 삼척시 교동,781,781,0,코아루타워,59.97,201812,1~10,16650 ,21,2014,교동로
강원도 삼척시 교동,781,781,0,코아루타워,59.97,201812,21~31,15500 ,2,2014,교동로
강원도 삼척시 남양동,336-3,336,3,동원파크3차,59.945,201812,21~31,8500 ,9,1995,남양안길
강원도 삼척시 남양동,338,338,0,동화3차,84.9,201812,1~10,10500 ,1,1994,남양길
강원도 삼척시 남양동,337-3,337,3,백조맨션1차,84.63,201812,11~20,8712 ,2,1987,남양길
강원도 삼척시 남양동,348-3,348,3,백조임대(348-3),49.3,201812,1~10,3500 ,4,1988,남양길
강원도 삼척시 남양동,348-3,348,3,백조임대(348-3),35.7,201812,11~20,4110 ,5,1988,남양길
강원도 삼척시 남양동,348-3,348,3,백조임대(348-3),35.7,201812,21~31,2400 ,4,1988,남양길
강원도 삼척시 남양동,348-2,348,2,한흥3,39.93,201812,21~31,3250 ,2,1988,남양안길
강원도 삼척시 남양동,07월 07일,7,7,현대,55.29,201812,11~20,4900 ,5,1986,봉황로
강원도 삼척시 도계읍 도계리,424,424,0,대한뷰티,59.96,201812,1~10,5800 ,2,2003,도계대한길
강원도 삼척시 마달동,Apr-53,53,4,누가,29.76,201812,1~10,2350 ,5,1995,마달1길
강원도 삼척시 마달동,Apr-53,53,4,누가,27.18,201812,1~10,2370 ,1,1995,마달1길
강원도 삼척시 정상동,475,475,0,경림한아름,84.686,201812,1~10,16500 ,11,2003,정상로
강원도 삼척시 정상동,475,475,0,경림한아름,84.686,201812,21~31,14350 ,1,2003,정상로
강원도 삼척시 정상동,316-3,316,3,유성,59.43,201812,1~10,5000 ,1,1998,동해대로
강원도 삼척시 정상동,316-3,316,3,유성,48.03,201812,11~20,5000 ,8,1998,동해대로
강원도 삼척시 정상동,316-3,316,3,유성,59.43,201812,11~20,5200 ,1,1998,동해대로
강원도 삼척시 정상동,316-3,316,3,유성,59.43,201812,21~31,5700 ,1,1998,동해대로
강원도 삼척시 정상동,316-3,316,3,유성,59.43,201812,21~31,5700 ,9,1998,동해대로
강원도 삼척시 정상동,473,473,0,현진에버빌,80.429,201812,1~10,22000 ,15,2005,정상로
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.998,201812,21~31,25000 ,10,2011,동해대로
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.998,201812,21~31,21800 ,6,2011,동해대로
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.998,201812,21~31,23000 ,6,2011,동해대로
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,201812,11~20,9700 ,6,2000,미시령로3337번길
강원도 속초시 교동,781-1,781,1,동부,84.96,201812,1~10,15300 ,11,1997,미시령로3359번길
강원도 속초시 교동,781-1,781,1,동부,84.96,201812,1~10,16000 ,21,1997,미시령로3359번길
강원도 속초시 교동,781-1,781,1,동부,84.96,201812,11~20,11700 ,2,1997,미시령로3359번길
강원도 속초시 교동,781-1,781,1,동부,84.96,201812,11~20,14000 ,3,1997,미시령로3359번길
강원도 속초시 교동,781-1,781,1,동부,60,201812,21~31,9400 ,10,1997,미시령로3359번길
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,201812,11~20,19000 ,9,2006,미시령로3337번길
강원도 속초시 교동,924,924,0,삼호,39.906,201812,11~20,6100 ,4,1995,밤골3길
강원도 속초시 교동,923,923,0,삼환,54.58,201812,1~10,10000 ,12,1994,밤골3길
강원도 속초시 교동,923,923,0,삼환,54.58,201812,11~20,10500 ,9,1994,밤골3길
강원도 속초시 교동,923,923,0,삼환,54.58,201812,21~31,9000 ,4,1994,밤골3길
강원도 속초시 교동,619-33,619,33,설악현대,71.137,201812,21~31,12000 ,12,1992,미시령로3389번길
강원도 속초시 교동,1030,1030,0,속초교동시티프라디움,84.3403,201812,1~10,26590 ,6,2018,미시령로
강원도 속초시 교동,1030,1030,0,속초교동시티프라디움,84.3403,201812,11~20,31000 ,18,2018,미시령로
강원도 속초시 교동,627-135,627,135,속초대명1(대명타워),59.78,201812,11~20,8000 ,3,1991,교동로7길
강원도 속초시 교동,898,898,0,주공2,39.69,201812,11~20,8000 ,3,1990,번영로43번길
강원도 속초시 교동,961-1,961,1,주공3,41.85,201812,1~10,9000 ,14,1993,먹거리길
강원도 속초시 교동,961-1,961,1,주공3,41.85,201812,21~31,8500 ,4,1993,먹거리길
강원도 속초시 교동,961-1,961,1,주공3,41.85,201812,21~31,9000 ,14,1993,먹거리길
강원도 속초시 교동,961,961,0,청초대우,84.97,201812,21~31,17500 ,9,1998,동해대로
강원도 속초시 교동,781-6,781,6,현대2,84.96,201812,21~31,13200 ,4,1992,미시령로3359번길
강원도 속초시 교동,782,782,0,현대3,84.975,201812,1~10,12900 ,1,1998,미시령로3359번길
강원도 속초시 교동,782,782,0,현대3,84.975,201812,11~20,15300 ,8,1998,미시령로3337번길
강원도 속초시 금호동,605-3,605,3,금호로얄맨션,59.97,201812,21~31,7400 ,2,1994,미시령로
강원도 속초시 금호동,630,630,0,생모리츠,45.2346,201812,1~10,16000 ,12,2011,수복로
강원도 속초시 금호동,627,627,0,속초e-편한세상,84.975,201812,21~31,20000 ,13,2006,미시령로
강원도 속초시 동명동,596,596,0,e편한세상 영랑호,84.9439,201812,21~31,37500 ,23,2017,번영로129번길
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,201812,11~20,9800 ,12,1998,조양로142번길
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,201812,11~20,9000 ,5,1998,조양로142번길
강원도 속초시 조양동,1499,1499,0,부영3,84.88,201812,1~10,19300 ,13,1996,소평로
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201812,11~20,13000 ,11,1996,소평로
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201812,11~20,12000 ,6,1996,소평로
강원도 속초시 조양동,1499,1499,0,부영3,166.535,201812,11~20,29000 ,10,1996,소평로
강원도 속초시 조양동,1499,1499,0,부영3,133.835,201812,11~20,24000 ,3,1996,소평로
강원도 속초시 조양동,1501,1501,0,부영5,50,201812,1~10,8900 ,7,1995,청대로204번길
강원도 속초시 조양동,1501,1501,0,부영5,50,201812,11~20,9000 ,11,1995,청대로204번길
강원도 속초시 조양동,1502,1502,0,부영6,60,201812,11~20,12000 ,10,1995,조양로
강원도 속초시 조양동,1505,1505,0,부영9,50,201812,1~10,9800 ,8,1995,조양로142번길
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,201812,1~10,10500 ,20,2001,청대로
