si_gun_gu,house_num,main_num,sub_num,apt_name,dedicated_area,contract_yymm,contract_dd,amt_10000,floor,construction_yy,road_name
강원도 강릉시 옥천동,126-12,126,12,금잔디,63.93,201802,21~28,7100 ,3,1980,수문길21번길
강원도 강릉시 입암동,501,501,0,강동3,45.37,201802,21~28,5500 ,1,1993,강변로410번길
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,201802,1~10,25600 ,6,2014,입암로29번길
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,201802,1~10,24600 ,9,2014,입암로29번길
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,201802,1~10,23400 ,4,2007,성덕로
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.65,201802,1~10,29200 ,14,2007,성덕로
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.65,201802,11~20,29700 ,10,2007,성덕로
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,201802,21~28,23800 ,15,2007,성덕로
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.65,201802,21~28,29500 ,10,2007,성덕로
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,201802,21~28,31000 ,8,2007,성덕로
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,201802,1~10,9500 ,7,2000,강변로440번길
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,201802,1~10,6550 ,4,1986,강변로
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,201802,1~10,6300 ,4,1990,강변로
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,201802,21~28,5150 ,1,1990,강변로
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,201802,1~10,12900 ,6,1996,성덕포남로
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,201802,1~10,9200 ,2,1996,성덕포남로
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,201802,1~10,10800 ,9,1996,성덕포남로
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201802,11~20,11000 ,1,1998,성덕포남로
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201802,11~20,11700 ,2,1998,성덕포남로
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,201802,11~20,10400 ,2,1998,성덕포남로
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,201802,11~20,10000 ,1,1998,성덕포남로
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201802,21~28,12400 ,7,1998,성덕포남로
강원도 강릉시 입암동,440,440,0,입암현대,59.824,201802,11~20,11000 ,2,1998,용지로
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201802,21~28,12000 ,1,1998,용지로
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,201802,1~10,4980 ,8,1998,강변로410번길
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,201802,1~10,4980 ,3,1998,강변로410번길
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,201802,1~10,5000 ,5,1998,강변로410번길
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,201802,11~20,4980 ,12,1998,강변로410번길
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,201802,21~28,5500 ,12,1998,강변로410번길
강원도 강릉시 저동,4-4,4,4,경포현대,84.915,201802,11~20,19000 ,2,1996,경포로463번안길
강원도 강릉시 저동,4-4,4,4,경포현대,59.785,201802,21~28,14900 ,1,1996,경포로463번안길
강원도 강릉시 저동,4-4,4,4,경포현대,84.915,201802,21~28,17000 ,3,1996,경포로463번안길
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,201802,1~10,9400 ,13,2000,연주로
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,39.51,201802,1~10,8000 ,4,2000,연주로
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,201802,11~20,9300 ,15,2000,연주로
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,84.93,201802,1~10,12000 ,9,1991,웃사다리4길
강원도 강릉시 주문진읍 교항리,18-6,18,6,동방타워맨션,59.975,201802,1~10,6550 ,1,1994,매맥이아랫길
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,201802,1~10,6400 ,4,1999,보리골길
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,59.33,201802,1~10,9150 ,14,2007,주문북로
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,201802,11~20,8200 ,4,1998,죽헌길85번길
강원도 강릉시 초당동,143,143,0,우성,59.91,201802,1~10,13000 ,18,1997,연당길
강원도 강릉시 초당동,155,155,0,유화3,45.68,201802,11~20,9650 ,8,1996,연당길
강원도 강릉시 초당동,135-1,135,1,이화해변(B~D동),29.82,201802,11~20,4840 ,4,1988,초당원길
강원도 강릉시 초당동,135-1,135,1,이화해변(B~D동),29.82,201802,21~28,4770 ,5,1988,초당원길
강원도 강릉시 초당동,135-1,135,1,이화해변(B~D동),29.82,201802,21~28,4500 ,5,1988,초당원길
강원도 강릉시 초당동,182-2,182,2,초당유화1,49.815,201802,1~10,8900 ,5,1993,연당길
강원도 강릉시 초당동,182-2,182,2,초당유화1,49.815,201802,1~10,9400 ,5,1993,연당길
강원도 강릉시 포남동,1005-252,1005,252,강릉임대,57.3,201802,1~10,6500 ,3,1986,경강로2246번길
강원도 강릉시 포남동,1150-3,1150,3,강부3,48.27,201802,1~10,7800 ,4,1989,남구길10번길
강원도 강릉시 포남동,1149,1149,0,로얄,59.55,201802,1~10,7700 ,5,1986,경강로2267번길
강원도 강릉시 포남동,1068-2,1068,2,백조,55.59,201802,11~20,6600 ,3,1984,보래미하길53번길
강원도 강릉시 포남동,1063,1063,0,영진아파트,46.33,201802,1~10,6400 ,3,1989,보래미하길65번길
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201802,1~10,12300 ,9,1995,하평3길
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201802,11~20,13300 ,5,1995,하평3길
강원도 강릉시 포남동,1092,1092,0,정아아트,80.76,201802,1~10,11000 ,5,1991,명륜로121번길
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,201802,21~28,17000 ,10,1994,하평길
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,201802,1~10,6800 ,1,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.99,201802,1~10,6500 ,5,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201802,1~10,6300 ,2,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201802,1~10,6200 ,1,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.99,201802,1~10,6450 ,3,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201802,1~10,7300 ,1,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,201802,1~10,6500 ,5,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201802,11~20,6600 ,2,1981,보래미상길
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,201802,11~20,6350 ,4,1981,보래미상길
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.69,201802,21~28,7500 ,3,1989,산양큰길
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,201802,21~28,7300 ,3,1989,산양큰길
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,201802,21~28,29000 ,10,2007,토성로
강원도 강릉시 홍제동,989,989,0,삼우,59.68,201802,21~28,11500 ,1,1989,하슬라로30번길
강원도 강릉시 홍제동,990-15,990,15,서일빌라,84.56,201802,21~28,12000 ,3,1991,하슬라로20번길
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,201802,1~10,30700 ,19,2016,선수촌로
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,78.4089,201802,11~20,29400 ,7,2016,선수촌로
강원도 강릉시 홍제동,122,122,0,우산,33.225,201802,21~28,5800 ,12,1997,토성로
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,84.9,201802,1~10,22500 ,2,2005,홍제로71번길
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,59.96,201802,21~28,21500 ,3,2015,토성로
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,59.4,201802,11~20,5000 ,4,1998,수성로
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201802,11~20,6400 ,6,1998,남천마루2길
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201802,11~20,6500 ,14,1998,남천마루2길
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201802,11~20,6500 ,12,1998,남천마루2길
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,201802,21~28,11600 ,5,1998,남천마루2길
강원도 고성군 거진읍 거진리,492,492,0,뉴빌리지,58.9902,201802,1~10,12500 ,5,2009,거평로
강원도 고성군 거진읍 거진리,492,492,0,뉴빌리지,58.9902,201802,1~10,12600 ,4,2009,거평로
강원도 고성군 거진읍 거진리,492,492,0,뉴빌리지,58.9902,201802,21~28,13000 ,7,2009,거평로
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,201802,21~28,22800 ,6,2006,해오름해변길
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,201802,21~28,12000 ,13,2006,아야진해변길
강원도 동해시 구미동,521,521,0,현진,39.97,201802,1~10,3850 ,1,1995,구미4길
강원도 동해시 구미동,521,521,0,현진,52.06,201802,11~20,5250 ,13,1995,구미4길
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,201802,1~10,12350 ,12,1995,효자남길
강원도 동해시 동회동,442,442,0,"대동1,2차",59.97,201802,11~20,9600 ,11,1995,효자남길
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,201802,11~20,12300 ,6,1995,효자남길
강원도 동해시 동회동,442,442,0,"대동1,2차",84.5525,201802,21~28,12800 ,9,1995,효자남길
강원도 동해시 동회동,442,442,0,"대동1,2차",59.97,201802,21~28,8800 ,2,1995,효자남길
강원도 동해시 동회동,442,442,0,대동3차,73.4675,201802,1~10,12500 ,6,1996,효자남길
강원도 동해시 동회동,442,442,0,대동3차,59.3575,201802,21~28,9000 ,14,1996,효자남길
강원도 동해시 동회동,442,442,0,북삼코아루,84.98,201802,1~10,20700 ,9,2007,효자남길
강원도 동해시 동회동,442,442,0,현대5차,84.9562,201802,1~10,17000 ,8,1999,청운1길
강원도 동해시 발한동,599-5,599,5,경민2차,79.15,201802,11~20,4500 ,5,1991,수원지2길
강원도 동해시 발한동,219-5,219,5,동해프라자,64.2,201802,1~10,6000 ,7,1988,발한로
강원도 동해시 발한동,5-82,5,82,일정골든타워,59.93,201802,1~10,5100 ,9,1996,해안로
강원도 동해시 부곡동,73-1,73,1,동해,57.43,201802,21~28,3250 ,3,1981,가마골길
강원도 동해시 부곡동,64,64,0,성협1차,67.59,201802,11~20,3600 ,5,1990,수원지1길
강원도 동해시 부곡동,5-82,5,82,일정골든타워,53.546,201802,1~10,7400 ,3,1996,해안로
강원도 동해시 부곡동,5-82,5,82,일정골든타워,30.273,201802,1~10,3500 ,7,1996,해안로
강원도 동해시 부곡동,5-82,5,82,일정골든타워,84.95,201802,11~20,9950 ,5,1996,해안로
강원도 동해시 부곡동,5-82,5,82,일정골든타워,53.303,201802,21~28,7000 ,2,1996,해안로
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,201802,1~10,6880 ,14,2012,효자로
강원도 동해시 쇄운동,173-1,173,1,영동4차,49.9,201802,11~20,4600 ,3,1993,효자로
강원도 동해시 어달동,1-83,1,83,삼본임대,40.965,201802,11~20,2200 ,2,1996,해맞이길
강원도 동해시 용정동,260-2,260,2,범주성지,84.67,201802,11~20,11500 ,3,1996,초원2길
강원도 동해시 용정동,260-2,260,2,범주성지,53.75,201802,11~20,4000 ,5,1996,초원2길
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,201802,11~20,7000 ,3,1996,초원2길
강원도 동해시 이도동,302-6,302,6,강변,59.955,201802,11~20,5000 ,3,1996,전천로
강원도 동해시 이도동,155,155,0,이도1주공,49.62,201802,1~10,7350 ,8,1999,이원길
강원도 동해시 이도동,154,154,0,이도2주공,59.39,201802,1~10,10200 ,15,1999,이원길
강원도 동해시 이도동,172,172,0,현대,59.97,201802,21~28,8100 ,1,1996,이원길
강원도 동해시 천곡동,1060-2,1060,2,센트로빌,84.9685,201802,21~28,19800 ,7,2003,한섬로
강원도 동해시 천곡동,1060-2,1060,2,센트로빌,84.9685,201802,21~28,18500 ,15,2003,한섬로
강원도 동해시 천곡동,1004-1,1004,1,시영3차,49.94,201802,21~28,5300 ,5,1994,동굴로
강원도 동해시 천곡동,942,942,0,쌍용,73.97,201802,1~10,13000 ,18,2000,동굴로
강원도 동해시 천곡동,942,942,0,쌍용,62.09,201802,1~10,7000 ,17,2000,동굴로
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,43.97,201802,11~20,5500 ,5,1983,천곡로
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,43.97,201802,21~28,6000 ,5,1983,천곡로
강원도 동해시 천곡동,306,306,0,천곡주공3차,49.22,201802,11~20,7900 ,2,1985,동굴로
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.69,201802,11~20,4000 ,4,1989,샘실1길
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,201802,11~20,4770 ,4,1989,샘실1길
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.3,201802,21~28,5800 ,3,1989,샘실1길
강원도 동해시 천곡동,794,794,0,한양3차,39.1,201802,21~28,5000 ,5,1992,천곡로
강원도 동해시 천곡동,1103,1103,0,한양수자인,70.435,201802,1~10,21000 ,6,2016,평릉1길
강원도 동해시 천곡동,1103,1103,0,한양수자인,71.757,201802,21~28,20000 ,4,2016,평릉1길
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,201802,1~10,11300 ,4,1992,한섬로
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,201802,11~20,10500 ,6,1992,한섬로
강원도 동해시 평릉동,285,285,0,렉시움,84.3871,201802,1~10,21200 ,3,2017,평릉길
강원도 동해시 평릉동,285,285,0,렉시움,84.7476,201802,11~20,22300 ,9,2017,평릉길
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9788,201802,1~10,25000 ,12,2014,평원로
강원도 동해시 평릉동,456,456,0,코아루디오션,84.9694,201802,11~20,32000 ,14,2014,평원로
강원도 동해시 평릉동,293,293,0,푸르지오,69.762,201802,1~10,18600 ,10,2006,평릉1길
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9714,201802,21~28,19500 ,10,2013,양지길
강원도 동해시 효가동,256,256,0,명보1차,46.25,201802,11~20,2500 ,4,1988,분토길
강원도 삼척시 건지동,176,176,0,코아루플러스,84.78,201802,1~10,21500 ,13,2015,엑스포로
강원도 삼척시 교동,130-2,130,2,강부2,49.815,201802,1~10,5320 ,11,1993,동해대로
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201802,1~10,8450 ,3,2003,정상로
강원도 삼척시 교동,733-1,733,1,교동코아루,60,201802,1~10,9100 ,9,2005,교동로
강원도 삼척시 교동,733-1,733,1,교동코아루,60,201802,11~20,8500 ,9,2005,교동로
강원도 삼척시 교동,733-1,733,1,교동코아루,60,201802,21~28,8400 ,10,2005,교동로
강원도 삼척시 교동,745-1,745,1,신동아,59.895,201802,21~28,10750 ,14,1998,정상로
강원도 삼척시 교동,781,781,0,코아루타워,59.97,201802,21~28,15500 ,21,2014,교동로
강원도 삼척시 근덕면 교가리,361-4,361,4,동산,59.79,201802,1~10,5600 ,3,1992,교가길
강원도 삼척시 남양동,5-6,5,6,강부맨션,84.37,201802,1~10,10800 ,3,1991,봉황로
강원도 삼척시 남양동,5-6,5,6,강부맨션,66.92,201802,11~20,7000 ,2,1991,봉황로
강원도 삼척시 남양동,347-10,347,10,한흥2,33.66,201802,21~28,4000 ,3,1986,남양안길
강원도 삼척시 남양동,348-2,348,2,한흥3,39.93,201802,1~10,3380 ,5,1988,남양안길
강원도 삼척시 남양동,7-7,7,7,현대,55.29,201802,11~20,4000 ,4,1986,봉황로
강원도 삼척시 마달동,53-4,53,4,누가,27.18,201802,1~10,2300 ,5,1995,마달1길
강원도 삼척시 마달동,53-4,53,4,누가,27.18,201802,1~10,2300 ,5,1995,마달1길
강원도 삼척시 마달동,125-11,125,11,혜진2,59.08,201802,21~28,5350 ,2,1993,마달길
강원도 삼척시 사직동,319-1,319,1,원조임대,59.886,201802,1~10,5000 ,13,1997,사직로4길
강원도 삼척시 사직동,319-1,319,1,원조임대,45.432,201802,21~28,4600 ,8,1997,사직로4길
강원도 삼척시 원당동,173,173,0,삼척원당장기임대,46.98,201802,1~10,5250 ,1,1992,원당로2길
강원도 삼척시 원당동,173,173,0,삼척원당장기임대,47.31,201802,11~20,4200 ,4,1992,원당로2길
강원도 삼척시 원당동,122-3,122,3,원당현대,59.815,201802,21~28,8500 ,17,1998,오십천로
강원도 삼척시 정상동,356-2,356,2,강부3차,27.36,201802,11~20,3250 ,5,1995,동해대로
강원도 삼척시 정상동,356-2,356,2,강부3차,58.71,201802,11~20,6400 ,11,1995,동해대로
강원도 삼척시 정상동,356-2,356,2,강부3차,58.71,201802,21~28,7100 ,12,1995,동해대로
강원도 삼척시 정상동,475,475,0,경림한아름,59.877,201802,21~28,10800 ,4,2003,정상로
강원도 삼척시 정상동,121-1,121,1,동화4차,59.78,201802,11~20,4000 ,10,1996,동해대로
강원도 삼척시 정상동,457-3,457,3,석미,56.97,201802,11~20,8200 ,1,1998,청석로
강원도 삼척시 정상동,457-3,457,3,석미,56.97,201802,21~28,7500 ,5,1998,청석로
강원도 삼척시 정상동,457-3,457,3,석미,56.97,201802,21~28,8450 ,8,1998,청석로
강원도 삼척시 정상동,316-3,316,3,유성,59.43,201802,1~10,6200 ,10,1998,동해대로
강원도 삼척시 정상동,454,454,0,정상주공,32.43,201802,21~28,2400 ,4,1988,척주로
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,201802,1~10,9000 ,6,2002,청석로
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,201802,11~20,8000 ,1,2002,청석로
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,201802,21~28,8700 ,2,2002,청석로
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,201802,21~28,8200 ,7,2002,청석로
강원도 삼척시 정상동,473,473,0,현진에버빌,84.957,201802,11~20,20500 ,3,2005,정상로
강원도 속초시 교동,1029,1029,0,남광하우스토리,59.5144,201802,1~10,18000 ,9,2011,동해대로
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.998,201802,11~20,24500 ,9,2011,동해대로
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.998,201802,11~20,24000 ,6,2011,동해대로
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,201802,11~20,12500 ,11,2000,미시령로3337번길
강원도 속초시 교동,781-1,781,1,동부,60,201802,21~28,14300 ,7,1997,미시령로3359번길
강원도 속초시 교동,800-14,800,14,럭키,64.365,201802,21~28,10000 ,5,1986,만리공원길
강원도 속초시 교동,800-68,800,68,로얄2,36.63,201802,21~28,5800 ,2,1987,만리공원길
강원도 속초시 교동,904-5,904,5,로얄나하나(904-5),84.93,201802,11~20,14200 ,5,1995,만천8길
강원도 속초시 교동,924,924,0,삼호,39.906,201802,21~28,6000 ,1,1995,밤골3길
강원도 속초시 교동,924,924,0,삼호,39.906,201802,21~28,6000 ,1,1995,밤골3길
강원도 속초시 교동,924,924,0,삼호,39.906,201802,21~28,6000 ,2,1995,밤골3길
강원도 속초시 교동,923,923,0,삼환,54.58,201802,11~20,10000 ,8,1994,밤골3길
강원도 속초시 교동,923,923,0,삼환,96.42,201802,11~20,17000 ,7,1994,밤골3길
강원도 속초시 교동,628-1,628,1,서울대명1,84.9,201802,21~28,10000 ,3,1991,번영로43번길
강원도 속초시 교동,984,984,0,석미모닝파크,73.1,201802,21~28,20300 ,11,2005,수복로
강원도 속초시 교동,619-33,619,33,설악현대,84.615,201802,1~10,12000 ,3,1992,미시령로3389번길
강원도 속초시 교동,619-33,619,33,설악현대,84.907,201802,21~28,15300 ,11,1992,미시령로3389번길
강원도 속초시 교동,619-33,619,33,설악현대,63.405,201802,21~28,11250 ,15,1992,미시령로3389번길
강원도 속초시 교동,898,898,0,주공2,39.3,201802,1~10,9500 ,2,1990,번영로43번길
강원도 속초시 교동,898,898,0,주공2,39.3,201802,1~10,10000 ,4,1990,번영로43번길
강원도 속초시 교동,898,898,0,주공2,46.98,201802,1~10,11500 ,5,1990,번영로43번길
강원도 속초시 교동,898,898,0,주공2,39.69,201802,21~28,10000 ,5,1990,번영로43번길
강원도 속초시 교동,961-1,961,1,주공3,51.66,201802,1~10,10900 ,4,1993,먹거리길
강원도 속초시 교동,961,961,0,청초대우,84.97,201802,1~10,19300 ,7,1998,동해대로
강원도 속초시 교동,961,961,0,청초대우,70.236,201802,11~20,17300 ,2,1998,동해대로
강원도 속초시 교동,961,961,0,청초대우,70.236,201802,21~28,16500 ,4,1998,동해대로
강원도 속초시 교동,961,961,0,청초대우,84.97,201802,21~28,20000 ,7,1998,동해대로
강원도 속초시 교동,618-10,618,10,현대1,84.99,201802,1~10,15600 ,12,1991,미시령로3359번길
강원도 속초시 교동,618-10,618,10,현대1,121.98,201802,1~10,19700 ,14,1991,미시령로3359번길
강원도 속초시 교동,618-10,618,10,현대1,75.24,201802,21~28,14700 ,10,1991,미시령로3359번길
강원도 속초시 교동,618-10,618,10,현대1,75.24,201802,21~28,14500 ,4,1991,미시령로3359번길
강원도 속초시 교동,781-6,781,6,현대2,84.96,201802,1~10,15000 ,9,1992,미시령로3359번길
강원도 속초시 교동,782,782,0,현대3,84.975,201802,1~10,18000 ,13,1998,미시령로3359번길
강원도 속초시 교동,782,782,0,현대3,130.095,201802,1~10,19500 ,9,1998,미시령로3337번길
강원도 속초시 금호동,622-66,622,66,서울대명2,84.63,201802,1~10,13000 ,3,1993,미시령로
강원도 속초시 금호동,622-66,622,66,서울대명2,59.4,201802,21~28,11250 ,7,1993,미시령로
